,Initial Solution,Moves,OFIS,OFFS,OF_Diff,Improvement,Label
27166,D0 C5 C96 D0 D0 C25 C24 D0 D0 C6 C50 D0 D0 C9 C17 C18 C29 D0 D0 C89 C82 C86 C87 D0 D0 C66 D0 D0 C48 C45 C40 C57 C55 C54 C56 C37 S12 C36 D0 D0 C34 C33 C32 D0 D0 C61 C49 C65 C64 D0 D0 C10 C27 D0 D0 C93 C69 D0 D0 C11 C13 C15 C39 S12 C28 D0 D0 C62 C80 C81 C76 S20 C78 D0 D0 C75 C100 C92 C95 C77 S19 D0 D0 S20 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",13171.37317,13164.81353,6.559636192,Little,2
27171,D0 C5 C96 D0 D0 C24 D0 D0 C6 C50 D0 D0 C11 C9 C17 C18 C29 D0 D0 C89 C82 C86 C87 D0 D0 C48 C45 C40 C57 C55 C54 C56 C37 S12 C36 D0 D0 C34 C33 C32 D0 D0 C61 C49 C65 C64 D0 D0 C10 C27 D0 D0 C66 C69 D0 D0 C25 C13 C15 C39 S12 C28 D0 D0 C62 C80 C81 C76 S20 C78 D0 D0 C93 C75 C100 C92 C95 C77 S19 D0 D0 S20 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",11946.43617,11937.29642,9.139752571,Little,2
27236,D0 C75 C87 D0 D0 C10 C29 D0 D0 C11 C13 C25 C6 D0 D0 C89 C86 C61 C66 D0 D0 C96 C69 D0 D0 C40 C55 D0 D0 C32 C50 C45 D0 D0 C64 C37 S12 C36 D0 D0 C34 C27 D0 D0 C48 C57 C54 C49 C65 D0 D0 C62 C77 D0 D0 C9 C15 C17 C18 C28 C39 S12 C33 C24 D0 D0 C93 C5 C100 C95 C92 C82 S20 D0 D0 C76 C81 C78 C80 S18 D0 D0 C56 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",18885.12874,17672.09042,1213.038319,Lot,4
27251,D0 C66 C87 D0 D0 C25 C6 D0 D0 C89 C61 C64 D0 D0 C96 C69 D0 D0 C40 C55 D0 D0 C62 C45 C50 C36 D0 D0 C34 C29 C27 D0 D0 C48 C57 C54 C49 C65 D0 D0 C10 C11 C9 C13 C15 C17 C18 C28 C39 S12 C37 C33 C32 C24 D0 D0 C93 C5 C75 C100 C95 C92 S20 C82 C86 D0 D0 C77 C78 C76 C81 C80 S18 D0 D0 C56 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",13976.01861,13964.3659,11.65270742,Medium,3
27346,D0 C27 C6 D0 D0 C13 C18 C32 D0 D0 C89 C86 C77 C96 D0 D0 C9 C64 D0 D0 C66 C93 D0 D0 C45 C40 C55 D0 D0 C10 C11 C29 C33 C50 D0 D0 C80 C49 S11 D0 D0 C57 C54 C65 D0 D0 C48 C34 C36 C24 D0 D0 C62 C78 D0 D0 C15 C17 C28 D0 D0 C25 C39 S12 C37 D0 D0 C69 C81 C87 D0 D0 C5 C75 C100 C95 C92 C82 S18 D0 D0 C61 C76 S20 D0 D0 C56 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyRouteRemoval, GreedyRepairCustomer",20186.18283,20181.11647,5.066360232,Little,2
27436,D0 C5 C64 D0 D0 C75 C87 D0 D0 C29 C9 D0 D0 C78 C62 C48 D0 D0 C13 C6 D0 D0 C66 D0 D0 C55 C61 D0 D0 C45 C40 C49 D0 D0 C69 C54 C56 D0 D0 C25 C36 D0 D0 C50 C37 D0 D0 C34 C33 C32 D0 D0 C57 C65 D0 D0 C86 C82 C96 C93 D0 D0 C28 C27 D0 D0 C77 C89 C15 C17 C18 S12 D0 D0 C39 C10 S3 C11 S9 S1 C81 D0 D0 C24 C100 C95 C92 S1 C80 S18 D0 D0 C76 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",21124.34121,21115.20733,9.133879608,Little,2
27466,D0 C75 C87 D0 D0 C78 C62 D0 D0 C24 C6 D0 D0 C65 C61 C66 D0 D0 C48 C45 C40 C49 C64 D0 D0 C69 C55 C54 C56 C57 D0 D0 C25 C36 D0 D0 C50 C37 D0 D0 C29 C34 D0 D0 C93 C96 D0 D0 C32 C33 C27 D0 D0 C77 C86 C89 C9 C13 C15 C17 S7 C18 C28 S10 D0 D0 C39 C10 S3 C11 S9 D0 D0 C5 C100 C95 C92 C82 S1 C81 C80 S18 D0 D0 C76 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",16131.62283,16126.58991,5.032920717,Little,2
27476,D0 C75 C87 D0 D0 C24 C6 D0 D0 C65 C66 D0 D0 C48 C45 C61 C64 D0 D0 C69 C49 C55 C54 C56 C57 C40 D0 D0 C25 C36 D0 D0 C50 C37 D0 D0 C29 C34 D0 D0 C93 C96 D0 D0 C32 C33 C27 D0 D0 C89 C18 C9 C13 C15 C17 S7 D0 D0 C39 C28 C10 S3 C11 D0 D0 C5 C100 C92 C95 C86 C82 S1 C77 C78 C81 C80 S18 C62 D0 D0 C76 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",14874.30551,14863.28794,11.01756493,Medium,3
27481,D0 C75 C87 D0 D0 C24 D0 D0 C66 C65 D0 D0 C48 C61 C64 D0 D0 C69 C49 C55 C54 C56 C57 C40 C45 D0 D0 C25 C36 D0 D0 C50 C37 D0 D0 C29 C34 D0 D0 C93 C96 D0 D0 C6 C32 C33 C27 D0 D0 C89 C13 C18 C9 C17 C15 S7 D0 D0 C39 C28 C10 S3 C11 D0 D0 C5 C100 C92 C95 C86 C82 S1 C77 C78 C81 C80 C62 D0 D0 C76 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",14852.03162,14846.97706,5.054566306,Little,2
27581,D0 C29 C5 D0 D0 C66 D0 D0 C11 C13 C17 C27 D0 D0 C96 C76 C81 C78 D0 D0 C87 C64 D0 D0 C48 C40 C55 D0 D0 C6 C50 D0 D0 C32 C33 C36 S11 D0 D0 C86 C61 C65 C45 S11 C37 D0 D0 C57 C56 C54 C49 C69 D0 D0 C89 C82 C62 D0 D0 C24 D0 D0 C25 C9 C15 C18 C28 C39 S12 C34 D0 D0 C93 C75 C100 C92 C95 C77 S19 C80 S18 D0 D0 C10 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",13427.95025,13423.17397,4.776279705,Little,2
27591,D0 C29 C5 D0 D0 C11 C13 C17 C25 C27 D0 D0 C96 C81 C76 C78 D0 D0 C87 C64 D0 D0 C48 C66 D0 D0 C24 C50 D0 D0 C6 C32 C33 C36 D0 D0 C86 C61 C65 C45 S11 C37 D0 D0 C40 C57 C56 C54 C55 C49 C69 D0 D0 C89 C82 C62 D0 D0 C9 C15 C18 C28 C39 S12 C34 D0 D0 C93 C75 C100 C92 C95 C77 S19 C80 S18 D0 D0 C10 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",10990.58787,10973.32697,17.2608997,Medium,3
27651,D0 C75 C87 D0 D0 C10 C11 C32 D0 D0 C65 C6 D0 D0 C27 C25 D0 D0 C89 C86 C77 C66 D0 D0 C93 C64 D0 D0 C69 C78 D0 D0 C48 C45 C96 D0 D0 C50 C56 C40 D0 D0 C33 C37 C39 C28 D0 D0 C34 C61 D0 D0 C57 C54 C55 C49 D0 D0 C62 C36 D0 D0 C9 C13 C15 C17 C18 C29 C24 D0 D0 C5 C100 C95 C92 C82 S1 S20 C76 C81 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",18768.66319,18106.83464,661.8285463,Lot,4
27661,D0 C75 C87 D0 D0 C10 C11 C32 D0 D0 C18 C6 D0 D0 C27 C25 D0 D0 C89 C86 C77 C96 C66 D0 D0 C93 C64 D0 D0 C65 C69 D0 D0 C48 C45 C49 D0 D0 C50 C56 C40 D0 D0 C33 C37 C39 C28 D0 D0 C34 C61 D0 D0 C57 C54 C55 D0 D0 C62 C36 D0 D0 C9 C13 C15 C17 C29 C24 D0 D0 C5 C100 C95 C92 C82 S20 C76 C81 C78 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",18089.43669,18089.41825,0.018442639,Zero,1
27671,D0 C75 C87 D0 D0 C10 C11 C32 D0 D0 C18 C6 D0 D0 C25 C27 D0 D0 C89 C86 C77 C96 C66 D0 D0 C93 C64 D0 D0 C65 C69 D0 D0 C48 C45 C49 D0 D0 C50 C56 C54 C40 D0 D0 C33 C37 C39 C28 D0 D0 C34 C61 D0 D0 C57 C55 D0 D0 C62 C36 D0 D0 C9 C13 C15 C17 C29 C24 D0 D0 C5 C100 C95 C92 C82 S20 C76 C81 C78 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",18089.41825,18087.17048,2.247771976,Little,2
27730,D0 C62 C96 D0 D0 C27 C29 D0 D0 C75 C87 D0 D0 C13 C10 C25 D0 D0 C66 C48 C6 D0 D0 C9 C32 D0 D0 C55 C69 D0 D0 C49 C64 D0 D0 C61 C77 D0 D0 C33 C50 C45 C40 D0 D0 C93 C65 S11 D0 D0 C37 S12 C36 C24 D0 D0 C5 C34 D0 D0 C57 C54 D0 D0 C17 C18 C28 D0 D0 C11 C15 C39 S12 D0 D0 C78 C81 C80 C76 C82 S1 C95 D0 D0 C100 C89 C56 S18 D0 D0 C92 C86 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",23337.05305,23337.50881,-0.455763256,Negative,0
27745,D0 C62 C96 D0 D0 C27 C29 D0 D0 C75 C87 D0 D0 C66 C48 D0 D0 C10 C9 C25 C32 D0 D0 C55 C69 D0 D0 C49 C64 D0 D0 C61 C77 D0 D0 C33 C50 C45 C40 D0 D0 C93 S11 C65 D0 D0 C6 C37 S12 C36 D0 D0 C5 C34 D0 D0 C57 C54 D0 D0 C17 C18 C28 D0 D0 C11 C13 C15 C39 S12 D0 D0 C78 C81 C80 C76 C82 S1 C92 C95 D0 D0 C24 C100 C89 S16 C56 S18 D0 D0 C86 D0,"RandomDestroyStation, DeterministicBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",18640.78776,17952.1445,688.6432586,Lot,4
27884,D0 C48 C69 C93 D0 D0 C5 C27 D0 D0 C75 C87 D0 D0 C66 D0 D0 C10 C9 D0 D0 C50 C6 D0 D0 C11 C13 C17 C32 D0 D0 C89 C86 C77 C78 D0 D0 C64 C62 D0 D0 C24 C61 D0 D0 C45 C40 C55 D0 D0 C65 D0 D0 C57 C96 D0 D0 C49 C33 C37 S12 D0 D0 C34 D0 D0 C29 C54 D0 D0 C18 C28 C25 D0 D0 C15 C39 S12 D0 D0 C36 C95 C81 S20 D0 D0 C100 C80 S18 D0 D0 C82 C92 S1 C76 S20 D0 D0 C56 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",43187.33683,35898.85838,7288.478451,Lot,4
27904,D0 C93 C27 D0 D0 C75 C87 D0 D0 C66 D0 D0 C6 C50 D0 D0 C25 C13 C17 C32 D0 D0 C89 C86 C77 C78 D0 D0 C24 C48 C64 C61 C62 D0 D0 C45 C40 C55 D0 D0 C57 C96 D0 D0 C49 C33 C37 S12 D0 D0 C69 C34 D0 D0 C29 C54 C65 D0 D0 C11 C18 C28 D0 D0 C9 C15 C39 S12 D0 D0 C36 C95 S4 C92 D0 D0 C100 C81 C80 S18 D0 D0 C82 C5 C10 S1 C76 D0 D0 C56 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",21446.35719,21445.92735,0.429849406,Zero,1
27924,D0 C50 C6 D0 D0 C25 C13 C17 C32 D0 D0 C89 C86 C77 C78 D0 D0 C24 C48 C64 C66 D0 D0 C45 C40 C55 D0 D0 C57 C49 C61 C96 D0 D0 C33 C37 C36 D0 D0 C69 C34 D0 D0 C29 C54 C65 D0 D0 C10 C11 C28 C27 D0 D0 C9 C15 C18 C39 S12 D0 D0 C93 C75 C100 C81 C76 S20 C80 D0 D0 C62 C87 C82 C92 C95 S3 C5 S1 D0 D0 C56 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",16506.50121,16499.88565,6.615558752,Little,2
27929,D0 C50 C6 D0 D0 C25 C13 C17 C32 D0 D0 C86 C77 C78 D0 D0 C24 C48 C64 C66 D0 D0 C45 C40 C55 D0 D0 C57 C49 C61 C96 D0 D0 C33 C37 C36 C34 D0 D0 C5 C69 D0 D0 C29 C54 C65 D0 D0 C10 C11 C28 C27 D0 D0 C9 C15 C18 C39 S12 D0 D0 C93 C100 C95 C76 C81 S19 C80 D0 D0 C62 C87 C82 C92 S3 C75 C89 S1 D0 D0 C56 D0,"RandomDestroyStation, DeterministicBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",16484.31061,16484.30595,0.00466066,Zero,1
27949,D0 C24 C6 D0 D0 C25 C17 C32 D0 D0 C86 C77 C78 D0 D0 C48 C66 D0 D0 C57 C54 C55 C65 D0 D0 C64 C49 C61 C96 D0 D0 C33 C37 C34 D0 D0 C69 C5 D0 D0 C29 C50 C45 C40 D0 D0 C10 C11 C27 D0 D0 C9 C13 C15 C18 C28 C39 S12 C36 D0 D0 C93 C75 C100 C95 C76 C81 S19 C80 S19 D0 D0 C62 C87 C82 C92 C89 S1 D0 D0 C56 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",16444.28914,16437.11052,7.178616514,Little,2
27954,D0 C24 C6 D0 D0 C25 C17 C32 D0 D0 C86 C77 C78 D0 D0 C66 D0 D0 C57 C54 C55 C65 D0 D0 C64 C49 C61 C96 D0 D0 C33 C37 C34 C29 D0 D0 C69 C5 D0 D0 C93 C50 C45 C40 C48 D0 D0 C10 C27 D0 D0 C11 C9 C13 C15 C18 C28 C39 S12 C36 D0 D0 C75 C100 C95 C76 C81 C80 S19 S19 D0 D0 C62 C87 C82 C92 C89 S1 D0 D0 C56 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",16434.09137,16428.37758,5.713791114,Little,2
27959,D0 C25 C17 C32 C6 D0 D0 C86 C77 C78 D0 D0 C66 D0 D0 C57 C54 C55 C65 C69 D0 D0 C62 C64 C49 C61 C96 D0 D0 C33 C29 C24 D0 D0 C93 C50 C45 C40 C48 D0 D0 C10 C27 D0 D0 C75 C5 C11 C9 C13 C15 C18 C28 C39 S12 C37 C36 C34 D0 D0 C76 C81 C80 S19 D0 D0 C87 C92 C95 C100 C89 S1 C82 S1 D0 D0 C56 D0,"RandomDestroyStation, DeterministicBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",15185.86637,13964.7529,1221.113471,Lot,4
28004,D0 C24 D0 D0 C75 D0 D0 C9 C25 C29 D0 D0 C69 C48 C6 D0 D0 C13 C17 C32 D0 D0 C89 C86 C77 C66 D0 D0 C93 C64 D0 D0 C87 D0 D0 C45 C40 C55 D0 D0 C50 C65 C96 D0 D0 C33 C10 S11 D0 D0 C5 C49 S12 D0 D0 C57 C54 D0 D0 C61 C36 D0 D0 C62 C82 C78 D0 D0 C18 C28 C27 D0 D0 C15 C39 S12 D0 D0 C34 C95 S1 C81 D0 D0 C100 C56 C80 S18 D0 D0 C37 C11 C92 C76 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",31131.43929,30376.14307,755.2962146,Lot,4
28029,D0 C75 C33 D0 D0 C9 C11 C10 C62 D0 D0 C69 C48 C6 D0 D0 C17 C18 C32 D0 D0 C89 C86 C66 D0 D0 C29 C93 D0 D0 C25 C87 D0 D0 C40 C55 D0 D0 C50 C45 C65 C96 D0 D0 C5 C49 S11 C37 D0 D0 C57 C54 D0 D0 C64 C36 C34 C24 D0 D0 C82 C78 C61 D0 D0 C28 C27 D0 D0 C13 C15 C39 S12 D0 D0 C100 C92 C95 S1 C76 C80 C81 C77 D0 D0 C56 S18 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",22349.53564,20824.3124,1525.223246,Lot,4
28294,D0 C93 C10 C2 C1 C100 C95 D0 D0 C20 D0 D0 C48 C41 C42 C50 C46 C68 C69 D0 D0 C8 C21 D0 D0 C22 D0 D0 C67 C66 D0 D0 C63 C62 C74 D0 D0 C24 D0 D0 C5 C75 C4 C91 C87 C77 D0 D0 C43 C47 C44 C57 D0 D0 C27 C34 D0 D0 C11 C9 C25 C17 C19 C12 D0 D0 C29 C30 D0 D0 C90 C86 C3 C7 C72 S15 D0 D0 C52 C6 D0 D0 C89 C88 C84 C78 C73 S20 C64 D0 D0 C45 C65 D0 D0 C61 D0 D0 C96 C56 C58 C60 S14 D0 D0 C51 C31 C26 D0 D0 C23 C36 D0 D0 C13 C18 C28 C39 S13 C55 D0 D0 C98 C99 C32 S11 D0 D0 C40 C59 C35 S11 D0 D0 C83 C54 S16 D0 D0 C33 D0 D0 C82 C81 D0 D0 C15 C16 C37 S12 D0 D0 C14 C97 S3 C79 S19 C49 D0 D0 C94 C85 C70 S20 C38 S12 D0 D0 C92 S4 D0 D0 C53 D0 D0 C80 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",58609.93583,58602.82809,7.107740338,Little,2
28379,D0 C93 C10 C2 C1 C100 C95 D0 D0 C20 D0 D0 C48 C41 C42 C50 C46 C68 C69 D0 D0 C8 C21 D0 D0 C22 D0 D0 C67 C66 D0 D0 C63 C74 C62 D0 D0 C24 D0 D0 C5 C75 C4 C91 C87 C77 D0 D0 C43 C47 C44 C57 D0 D0 C27 C34 D0 D0 C11 C9 C25 C17 C19 C12 D0 D0 C29 C30 D0 D0 C90 C86 C3 C7 C72 S15 D0 D0 C52 D0 D0 C89 C88 C84 C78 C73 S20 C64 D0 D0 C45 C65 D0 D0 C6 C61 D0 D0 C96 C56 C58 C60 S14 D0 D0 C51 C31 C26 D0 D0 C23 C36 D0 D0 C13 C18 C28 C39 S11 C55 D0 D0 C98 C99 C32 S11 D0 D0 C40 C59 C35 S11 D0 D0 C83 C54 S16 D0 D0 C33 D0 D0 C82 C81 D0 D0 C15 C16 C37 S12 D0 D0 C14 C97 S3 C79 S19 C49 D0 D0 C94 C85 C70 S20 S12 C38 D0 D0 C92 S4 D0 D0 C53 D0 D0 C80 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",56833.44295,56832.57098,0.871967415,Zero,1
28384,D0 C93 C10 C2 C100 C94 C95 D0 D0 C20 D0 D0 C48 C42 C50 C68 C69 D0 D0 C8 C21 D0 D0 C22 D0 D0 C67 C66 D0 D0 C63 C62 C74 D0 D0 C24 D0 D0 C5 C75 C4 C91 C87 C77 D0 D0 C43 C47 C44 C57 D0 D0 C27 C34 D0 D0 C11 C9 C25 C17 C19 C12 D0 D0 C30 C29 D0 D0 C90 C86 C3 C7 C72 S15 D0 D0 C52 C6 D0 D0 C88 C84 C78 C73 S20 C64 D0 D0 C45 C65 D0 D0 C61 C49 C46 D0 D0 C96 C56 C58 C60 S14 D0 D0 C51 C31 C26 D0 D0 C23 C36 D0 D0 C13 C18 C28 C39 S12 C55 D0 D0 C98 C99 C32 S11 D0 D0 C59 C35 S11 D0 D0 C83 C85 C54 S16 D0 D0 C40 C33 D0 D0 C82 C81 D0 D0 C15 C16 C37 S12 D0 D0 C14 C97 S3 C79 S19 C1 D0 D0 C89 C70 S20 C41 C38 S12 D0 D0 C92 D0 D0 C53 D0 D0 C80 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",55641.96282,52748.73204,2893.230777,Lot,4
28409,D0 C93 C10 C2 C100 C94 C95 D0 D0 C20 D0 D0 C48 C42 C50 C68 C69 D0 D0 C8 C21 D0 D0 C22 D0 D0 C67 C66 D0 D0 C63 C62 C74 D0 D0 C24 D0 D0 C5 C75 C4 C91 C77 C87 D0 D0 C47 C43 C44 C57 D0 D0 C27 C34 D0 D0 C11 C9 C25 C17 C19 C12 D0 D0 C29 C30 D0 D0 C90 C86 C3 C7 C72 S15 D0 D0 C52 C6 D0 D0 C88 C84 C78 C81 C73 S20 C64 D0 D0 C45 C65 D0 D0 C61 C49 C46 D0 D0 C60 S14 D0 D0 C51 C31 C26 D0 D0 C23 C36 D0 D0 C13 C18 C28 C39 S11 C55 D0 D0 C98 C99 C32 S11 D0 D0 C59 C35 S11 D0 D0 C83 C85 C54 C58 C56 S16 D0 D0 C40 C33 D0 D0 C82 D0 D0 C15 C16 C37 S12 D0 D0 C14 C97 S3 C79 S19 C1 D0 D0 C89 C70 S20 C41 C38 S12 D0 D0 C92 D0 D0 C53 D0 D0 C80 C96 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",49838.72974,49835.24883,3.480905431,Little,2
28414,D0 C93 C10 C100 C94 C95 D0 D0 C20 D0 D0 C48 C42 C50 C68 C69 D0 D0 C8 D0 D0 C66 C67 D0 D0 C63 C74 C62 D0 D0 C24 D0 D0 C5 C75 C4 C91 C77 C87 D0 D0 C22 C47 C43 C44 C57 D0 D0 C27 C34 D0 D0 C11 C9 C25 C17 C19 C12 D0 D0 C30 C29 D0 D0 C90 C86 C3 C7 C72 S15 D0 D0 C52 C6 D0 D0 C88 C84 C78 C81 C73 S20 C64 D0 D0 C45 C65 D0 D0 C46 D0 D0 C60 S14 D0 D0 C51 C31 C26 D0 D0 C23 C36 D0 D0 C13 C18 C28 C39 S11 C55 D0 D0 C98 C99 C2 C32 S11 D0 D0 C59 C35 S11 D0 D0 C83 C85 C54 C58 C56 S16 D0 D0 C40 C33 D0 D0 C82 D0 D0 C15 C16 C37 S12 D0 D0 C14 C97 S3 C79 S19 C1 D0 D0 C89 C70 S20 C41 C38 S12 D0 D0 C21 C92 D0 D0 C61 C49 C53 D0 D0 C80 C96 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",46746.544,43874.88385,2871.660143,Lot,4
28434,D0 C93 C10 C100 C94 C95 D0 D0 C20 D0 D0 C48 C42 C50 C68 C69 D0 D0 C8 D0 D0 C66 C67 D0 D0 C63 C74 C62 D0 D0 C24 D0 D0 C5 C75 C3 C91 C77 C87 D0 D0 C22 C47 C44 C57 D0 D0 C27 C34 D0 D0 C11 C9 C25 C17 C19 C14 C12 D0 D0 C29 C30 D0 D0 C7 C72 S15 D0 D0 C52 C6 D0 D0 C88 C84 C81 C79 C73 C70 C78 S19 C64 D0 D0 C43 C45 C65 D0 D0 C46 D0 D0 C60 S14 D0 D0 C51 C31 C26 D0 D0 C23 C36 D0 D0 C13 C28 C39 S11 C55 D0 D0 C98 C32 S11 D0 D0 C59 C35 S11 D0 D0 C83 C85 C54 C58 C56 S16 D0 D0 C40 C33 D0 D0 C82 D0 D0 C15 C16 C18 C37 S12 D0 D0 C2 C99 C97 S3 C4 C86 S19 C90 C89 D0 D0 S20 C41 C38 S12 D0 D0 C21 C1 C92 D0 D0 C61 C49 C53 D0 D0 C80 C96 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",43823.28002,43820.3753,2.904720734,Little,2
28454,D0 C93 C100 C92 C94 C95 D0 D0 C20 D0 D0 C48 C69 D0 D0 C8 D0 D0 C66 C67 D0 D0 C63 C74 C62 D0 D0 C24 D0 D0 C5 C75 C3 C91 C77 C87 D0 D0 C22 C47 C44 D0 D0 C27 C34 D0 D0 C10 C11 C9 C25 C17 C19 C14 C12 D0 D0 C21 C30 D0 D0 C7 C72 S15 D0 D0 C52 C6 D0 D0 C88 C84 C81 C79 C73 C70 S19 C64 D0 D0 C43 C45 C65 D0 D0 C46 D0 D0 C60 D0 D0 C50 C51 C31 C26 D0 D0 C23 C36 D0 D0 C13 C28 C39 S11 C57 C55 D0 D0 C98 C32 S11 D0 D0 C59 C35 S11 D0 D0 C83 C85 C78 C54 S16 C58 C56 S16 D0 D0 C40 C33 D0 D0 C82 D0 D0 C15 C16 C18 S12 C37 D0 D0 C2 C99 C97 S3 C4 C86 S19 C90 C89 D0 D0 S20 C41 C42 C38 S12 D0 D0 C29 C1 D0 D0 C61 C49 C53 C68 D0 D0 C80 C96 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",43790.4972,43617.39187,173.1053316,Lot,4
28529,D0 C10 C2 C1 C100 C95 C3 C93 D0 D0 C20 D0 D0 C48 C41 C42 C50 C46 C68 C69 D0 D0 C8 C21 D0 D0 C22 D0 D0 C67 C66 D0 D0 C63 C74 C62 D0 D0 C24 D0 D0 C5 C75 C4 C91 C87 C77 D0 D0 C43 C47 C44 C57 C55 D0 D0 C27 C34 D0 D0 C11 C9 C25 C17 C19 C12 D0 D0 C29 C30 D0 D0 C72 S15 D0 D0 C52 C6 D0 D0 C89 C88 C84 C78 C73 S20 C64 D0 D0 C45 C65 D0 D0 C90 C61 C49 D0 D0 C96 C56 C58 C60 S14 D0 D0 C51 C31 C26 D0 D0 C23 C36 D0 D0 C86 C13 C18 C28 S10 C39 D0 D0 C98 C99 C32 S11 D0 D0 C40 C59 C35 S11 D0 D0 C83 C85 C54 S16 D0 D0 C33 D0 D0 C82 C81 D0 D0 C15 C16 C37 S12 D0 D0 C14 C97 S3 C79 S19 C53 D0 D0 C7 C94 C70 S20 S12 C38 D0 D0 C92 D0 D0 C80 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",52639.88775,52634.92096,4.966790608,Little,2
